Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
-2.4,-10.2,55.0,28.0,37.0,16.1,101.69,-10.0,2,5,7,41,5
-2.2,-11.5,49.0,27.0,41.0,16.1,101.69,-10.0,2,5,7,41,4
-2.7,-12.6,47.0,29.0,39.0,16.1,101.75,-11.0,2,5,6,40,3
-2.6,-14.5,40.0,30.0,41.0,16.1,101.82,-11.0,1,4,6,40,2
-2.9,-14.4,41.0,30.0,39.0,16.1,101.89,-11.0,1,5,6,40,3
-3.5,-13.5,46.0,28.0,34.0,16.1,101.97,-11.0,1,6,7,38,3
-4.3,-12.5,53.0,28.0,30.0,16.1,102.04,-12.0,0,10,11,34,4
-4.8,-12.0,58.0,29.0,21.0,16.1,102.11,-11.0,0,14,15,31,5
-5.6,-12.2,60.0,27.0,13.0,16.1,102.13,-11.0,0,23,24,22,6
-6.0,-12.2,62.0,28.0,17.0,16.1,102.14,-12.0,1,32,32,16,7
-6.1,-12.1,63.0,28.0,13.0,16.1,102.1,-11.0,1,31,32,16,8
-6.5,-11.9,66.0,26.0,17.0,16.1,102.11,-13.0,3,41,44,7,9
-6.9,-11.7,69.0,26.0,15.0,16.1,102.07,-13.0,3,41,44,7,11
-7.2,-11.4,72.0,27.0,13.0,16.1,101.97,-13.0,2,39,42,9,13
-7.9,-12.0,73.0,28.0,11.0,16.1,101.99,-13.0,5,46,51,4,16
-8.5,-12.9,71.0,28.0,9.0,16.1,101.9,-13.0,9,49,58,2,17
-8.7,-12.5,74.0,30.0,8.0,16.1,101.89,-13.0,5,47,52,5,17
-8.5,-12.1,75.0,31.0,8.0,16.1,101.89,-13.0,8,48,56,3,16
-8.1,-12.0,74.0,29.0,9.0,16.1,101.82,-13.0,15,49,64,2,17
-7.6,-10.7,79.0,29.0,5.0,16.1,101.71,-10.0,5,32,37,19,17
-5.2,-8.8,76.0,16.0,21.0,16.1,101.55,-12.0,3,20,23,30,11
-4.6,-8.7,73.0,16.0,21.0,16.1,101.51,-11.0,5,25,29,28,12
-4.5,-9.3,69.0,16.0,15.0,16.1,101.4,-10.0,5,23,27,29,12
-4.4,-10.0,65.0,15.0,15.0,16.1,101.18,-10.0,4,19,24,32,8
-5.6,-7.4,87.0,15.0,13.0,3.2,100.99,-11.0,5,21,27,32,10
-5.3,-6.8,89.0,11.0,17.0,2.0,100.67,-11.0,8,29,37,24,13
-5.3,-6.8,89.0,11.0,15.0,2.8,100.36,-11.0,5,27,32,26,10
-4.5,-6.0,89.0,10.0,21.0,2.8,100.03,-11.0,3,23,27,29,8
-4.0,-5.4,90.0,10.0,21.0,11.3,99.77,-10.0,2,24,26,29,9
-3.3,-4.3,93.0,9.0,15.0,9.7,99.52,-8.0,2,24,26,29,8
-2.7,-3.4,95.0,11.0,13.0,4.8,99.3,-7.0,2,22,24,31,9
-2.3,-2.9,96.0,12.0,8.0,4.8,99.23,-5.0,1,23,24,28,10
-1.4,-1.8,97.0,18.0,8.0,3.2,99.22,-4.0,0,19,19,29,10
-0.9,-1.3,97.0,22.0,13.0,12.9,99.25,-5.0,0,22,22,24,13
0.6,-0.3,94.0,25.0,34.0,16.1,99.29,,2,22,24,23,12
1.5,-1.6,80.0,27.0,30.0,16.1,99.42,,0,15,16,29,11
1.4,-2.1,78.0,27.0,24.0,16.1,99.49,,0,13,13,30,10
1.3,-2.8,74.0,27.0,30.0,16.1,99.62,,0,13,13,30,9
1.0,-3.1,74.0,26.0,26.0,16.1,99.68,,0,12,12,32,7
0.8,-3.5,73.0,27.0,26.0,16.1,99.73,,0,12,12,32,8
0.6,-3.7,73.0,27.0,22.0,16.1,99.76,,0,12,12,32,11
0.0,-4.6,71.0,28.0,26.0,16.1,99.88,-6.0,0,10,10,35,11
-0.7,-6.9,63.0,29.0,24.0,16.1,99.99,-7.0,0,18,18,29,16
-1.3,-5.7,72.0,26.0,18.0,16.1,100.03,-7.0,2,25,27,23,18
-1.4,-5.3,75.0,25.0,22.0,16.1,100.14,-7.0,5,23,28,25,21
-0.7,-4.6,75.0,25.0,24.0,16.1,100.21,-7.0,6,17,23,30,22
-0.1,-4.5,72.0,24.0,24.0,16.1,100.28,-6.0,6,15,21,32,20
0.4,-5.9,63.0,26.0,28.0,16.1,100.27,,2,8,11,38,16
1.3,-5.9,59.0,27.0,21.0,16.1,100.22,,2,8,11,40,16
0.9,-6.7,57.0,27.0,24.0,16.1,100.24,,2,9,12,40,15
0.5,-5.8,63.0,30.0,22.0,16.1,100.25,,2,10,12,38,14
0.3,-6.0,63.0,30.0,22.0,16.1,100.27,,2,11,13,35,11
-0.5,-6.5,64.0,30.0,22.0,16.1,100.35,-6.0,2,11,12,34,10
-0.8,-7.5,61.0,31.0,24.0,16.1,100.32,-7.0,1,11,12,35,10
-1.4,-8.5,59.0,31.0,24.0,16.1,100.42,-8.0,0,12,12,35,9
-1.9,-8.0,63.0,28.0,24.0,16.1,100.52,-8.0,0,12,13,34,9
-2.3,-8.9,61.0,29.0,22.0,16.1,100.56,-8.0,0,11,12,34,8
-3.0,-9.2,62.0,29.0,26.0,16.1,100.69,-10.0,1,12,13,28,7
-5.2,-9.8,70.0,33.0,17.0,16.1,100.78,-11.0,1,8,9,30,7
-7.0,-13.0,63.0,32.0,26.0,16.1,101.01,-15.0,0,7,7,32,6
-8.4,-14.5,62.0,32.0,21.0,16.1,101.19,-16.0,0,7,7,31,7
-10.0,-15.2,66.0,32.0,26.0,16.1,101.27,-19.0,0,7,7,30,7
-10.5,-15.5,67.0,32.0,17.0,16.1,101.44,-18.0,0,5,5,32,6
-11.3,-20.8,46.0,31.0,17.0,16.1,101.53,-19.0,0,6,6,31,5
-12.8,-21.2,50.0,29.0,26.0,16.1,101.53,-23.0,1,6,7,29,6
-13.7,-20.8,55.0,31.0,22.0,16.1,101.64,-23.0,1,10,11,24,6
-14.0,-20.4,59.0,30.0,18.0,16.1,101.73,-22.0,1,16,18,18,7
-14.4,-20.4,61.0,31.0,22.0,16.1,101.7,-24.0,4,17,21,18,8
-14.5,-20.3,62.0,32.0,18.0,16.1,101.75,-23.0,8,20,27,16,9
-14.1,-19.7,63.0,33.0,15.0,16.1,101.8,-22.0,10,15,25,19,10
-12.5,-19.2,58.0,33.0,18.0,16.1,101.76,-21.0,10,12,21,22,9
-11.8,-18.9,56.0,32.0,21.0,16.1,101.93,-20.0,9,11,20,23,9
-11.1,-18.5,55.0,30.0,13.0,16.1,101.82,-18.0,7,8,15,26,9
-10.3,-19.3,48.0,33.0,15.0,16.1,101.88,-17.0,5,6,11,28,8
-9.4,-19.3,45.0,31.0,17.0,16.1,101.84,-16.0,4,6,11,29,8
-9.1,-18.5,47.0,28.0,18.0,16.1,101.83,-16.0,3,6,9,29,7
-8.7,-19.4,42.0,31.0,17.0,16.1,101.87,-16.0,3,7,10,28,7
-8.9,-19.9,41.0,25.0,11.0,16.1,101.93,-14.0,2,10,12,25,7
-9.6,-20.0,43.0,33.0,8.0,16.1,102.0,-14.0,1,14,15,22,7
-10.8,-20.4,46.0,33.0,18.0,16.1,102.12,-18.0,1,18,19,20,7
-11.5,-21.6,44.0,32.0,11.0,16.1,102.21,-17.0,1,22,23,16,7
-11.8,-21.0,47.0,29.0,17.0,16.1,102.28,-19.0,1,16,17,19,8
-12.3,-19.8,54.0,31.0,17.0,16.1,102.36,-20.0,1,18,19,16,9
-12.6,-18.9,60.0,29.0,17.0,16.1,102.4,-20.0,2,25,27,9,9
-13.2,-18.8,63.0,28.0,18.0,16.1,102.39,-21.0,3,32,35,4,9
-13.6,-18.7,66.0,29.0,11.0,16.1,102.37,-20.0,3,31,34,5,10
-13.9,-18.4,69.0,28.0,11.0,16.1,102.4,-20.0,1,25,26,11,10
-13.8,-18.0,71.0,28.0,9.0,16.1,102.38,-19.0,3,30,33,7,10
-13.1,-17.8,68.0,24.0,22.0,16.1,102.34,-22.0,9,35,43,3,10
-13.6,-17.9,70.0,29.0,13.0,16.1,102.34,-21.0,8,37,45,2,11
-14.1,-19.1,66.0,28.0,15.0,16.1,102.4,-22.0,9,37,46,2,11
-13.8,-18.9,66.0,28.0,13.0,16.1,102.37,-21.0,26,37,64,5,12
-11.9,-17.0,66.0,24.0,32.0,16.1,102.38,-22.0,18,28,46,15,11
-10.5,-15.6,67.0,25.0,28.0,16.1,102.37,-20.0,13,18,31,24,11
-9.3,-15.1,63.0,23.0,24.0,16.1,102.32,-18.0,6,11,17,34,10
-8.0,-14.1,62.0,23.0,32.0,16.1,102.26,-17.0,6,9,15,36,9
-7.2,-13.7,60.0,24.0,35.0,16.1,102.21,-16.0,7,10,17,37,9
-6.0,-13.2,57.0,23.0,35.0,16.1,102.07,-15.0,4,8,12,40,8
-5.5,-12.4,58.0,22.0,30.0,16.1,101.95,-14.0,4,10,14,40,9
-5.1,-12.3,57.0,23.0,32.0,16.1,101.82,-13.0,3,10,12,43,9
-4.8,-11.6,59.0,22.0,37.0,16.1,101.73,-14.0,2,11,12,43,9
-5.1,-12.2,58.0,23.0,41.0,16.1,101.62,-14.0,1,12,13,42,10
-5.5,-12.8,57.0,24.0,43.0,16.1,101.59,-15.0,1,13,14,41,13
-5.8,-12.5,59.0,24.0,46.0,16.1,101.53,-16.0,1,13,13,41,13
-5.5,-11.2,64.0,24.0,43.0,16.1,101.48,-15.0,1,13,13,43,17
-5.6,-11.4,64.0,24.0,43.0,16.1,101.41,-15.0,1,13,14,42,19
-5.3,-11.1,64.0,24.0,37.0,16.1,101.4,-14.0,1,15,17,40,19
-5.2,-11.5,61.0,24.0,39.0,16.1,101.34,-14.0,0,12,12,43,18
-4.8,-10.5,65.0,23.0,39.0,16.1,101.23,-14.0,1,14,15,41,17
-4.1,-9.7,65.0,25.0,43.0,16.1,101.16,-13.0,3,18,21,37,17
-4.4,-9.8,66.0,25.0,45.0,16.1,101.11,-14.0,1,15,17,38,18
-4.6,-9.6,68.0,23.0,35.0,16.1,101.1,-13.0,1,12,13,40,18
-4.8,-9.3,71.0,24.0,39.0,16.1,101.02,-14.0,1,15,16,36,17
-4.7,-8.9,72.0,23.0,37.0,16.1,101.01,-13.0,2,15,17,35,17
-4.8,-8.9,73.0,24.0,35.0,16.1,101.0,-13.0,2,21,23,28,18
-4.8,-9.1,72.0,25.0,34.0,16.1,100.98,-13.0,3,21,24,28,21
-4.6,-8.5,75.0,25.0,32.0,16.1,100.98,-13.0,3,16,19,32,24
-4.2,-8.2,74.0,25.0,30.0,16.1,100.94,-12.0,6,18,24,30,28
-3.5,-7.6,73.0,25.0,21.0,16.1,100.89,-10.0,4,13,18,36,30
-2.8,-6.7,75.0,23.0,21.0,16.1,100.82,-9.0,3,10,13,40,28
-2.1,-6.3,73.0,21.0,21.0,16.1,100.77,-8.0,3,11,14,40,27
-2.0,-6.1,74.0,20.0,26.0,16.1,100.71,-9.0,2,11,13,44,24
-1.6,-5.3,76.0,20.0,30.0,16.1,100.6,-9.0,2,11,13,44,26
-1.3,-5.2,75.0,21.0,24.0,16.1,100.56,-7.0,2,11,13,45,28
-0.7,-5.3,71.0,24.0,18.0,16.1,100.53,-6.0,2,12,14,46,26
-1.1,-4.8,76.0,21.0,17.0,16.1,100.54,-6.0,2,15,17,45,24
-1.5,-3.7,85.0,21.0,13.0,4.8,100.58,-6.0,2,19,21,42,28
-1.4,-3.0,89.0,23.0,11.0,8.1,100.65,-5.0,2,24,26,37,34
-1.6,-3.2,89.0,27.0,11.0,11.3,100.69,-5.0,0,26,26,35,39
-1.0,-3.1,86.0,26.0,11.0,9.7,100.69,-5.0,0,28,28,32,44
-0.7,-3.4,82.0,26.0,11.0,9.7,100.72,-4.0,0,27,28,30,42
-1.6,-4.7,79.0,28.0,9.0,11.3,100.69,-5.0,1,37,37,20,43
-1.9,-5.3,78.0,30.0,13.0,12.9,100.67,-6.0,1,33,34,22,42
-2.4,-4.9,83.0,26.0,9.0,11.3,100.66,-6.0,0,30,30,24,48
-2.4,-4.4,86.0,28.0,8.0,8.1,100.65,-6.0,-999,-999,-999,-999,-999
-2.1,-4.6,83.0,27.0,9.0,8.1,100.64,-6.0,-999,-999,-999,-999,-999
-1.8,-4.3,83.0,26.0,5.0,8.1,100.66,-4.0,0,24,24,25,38
-1.4,-4.3,81.0,27.0,18.0,12.9,100.69,-7.0,0,16,17,32,24
-1.6,-4.0,84.0,26.0,21.0,16.1,100.77,-7.0,0,15,15,33,18
-1.5,-4.9,78.0,26.0,28.0,16.1,100.82,-8.0,1,13,14,35,12
-2.1,-5.8,76.0,27.0,26.0,16.1,100.92,-9.0,2,11,12,38,6
-1.6,-7.4,65.0,28.0,30.0,16.1,101.0,-9.0,1,5,6,43,3
-0.8,-9.3,53.0,27.0,28.0,16.1,101.04,-7.0,1,4,6,43,2
0.0,-10.0,47.0,27.0,37.0,16.1,101.06,-7.0,1,4,6,44,2
0.7,-9.6,46.0,28.0,35.0,16.1,101.08,,1,4,5,45,2
1.4,-10.3,42.0,28.0,30.0,16.1,101.06,,1,5,6,45,2
1.9,-8.6,46.0,26.0,34.0,16.1,100.99,,1,5,6,45,2
2.3,-8.6,45.0,28.0,28.0,16.1,100.96,,1,6,7,45,3
2.4,-5.2,57.0,26.0,22.0,16.1,100.92,,2,9,11,43,4
2.5,-5.3,56.0,26.0,17.0,16.1,100.9,,1,9,9,45,7
1.2,-2.3,77.0,21.0,22.0,16.1,100.85,,0,12,12,44,10
1.0,-2.1,80.0,22.0,21.0,16.1,100.84,,0,13,13,49,16
0.5,-1.7,85.0,22.0,18.0,16.1,100.83,,0,15,16,50,25
0.5,-1.4,87.0,21.0,24.0,11.3,100.76,,0,14,15,52,30
0.8,-1.4,85.0,23.0,21.0,12.9,100.78,,1,21,22,47,32
1.0,-1.4,84.0,23.0,17.0,14.5,100.76,,0,18,18,48,31
0.8,-1.3,86.0,23.0,15.0,11.3,100.73,,0,22,23,41,30
0.9,-2.0,81.0,23.0,21.0,16.1,100.72,,0,19,20,39,25
1.5,-3.9,67.0,27.0,17.0,16.1,100.75,,0,11,11,42,13
1.9,-2.8,71.0,29.0,26.0,16.1,100.76,,0,11,11,41,10
1.2,-3.1,73.0,28.0,22.0,16.1,100.84,,0,16,16,35,10
0.3,-3.0,79.0,27.0,15.0,16.1,100.92,,0,29,30,23,12
-0.2,-3.0,82.0,26.0,11.0,16.1,101.02,-4.0,2,43,45,11,11
-0.6,-2.7,86.0,25.0,13.0,16.1,101.09,-5.0,12,42,54,11,11
0.1,-2.0,86.0,26.0,17.0,16.1,101.15,,16,37,54,15,11
1.0,-1.2,85.0,24.0,21.0,16.1,101.22,,8,24,33,25,11
1.8,-1.8,77.0,22.0,13.0,16.1,101.23,,8,18,26,31,10
1.6,-1.3,81.0,21.0,21.0,16.1,101.26,,8,15,23,35,17
2.0,-1.4,78.0,20.0,21.0,14.5,101.29,,5,13,18,41,21
2.6,-1.2,76.0,20.0,22.0,16.1,101.26,,3,12,15,46,20
2.8,-1.0,76.0,19.0,24.0,16.1,101.19,,3,13,16,46,18
3.2,-1.0,74.0,19.0,22.0,16.1,101.16,,3,13,16,45,15
3.5,-1.1,72.0,21.0,18.0,16.1,101.19,,1,9,10,45,8
2.9,-1.1,75.0,19.0,15.0,16.1,101.21,,1,15,16,40,10
2.3,-1.0,79.0,22.0,21.0,16.1,101.22,,0,16,17,44,15
1.9,-1.0,81.0,23.0,15.0,16.1,101.28,,0,17,17,43,16
1.7,-0.9,83.0,25.0,9.0,16.1,101.3,,0,19,20,38,14
0.8,-1.0,88.0,21.0,5.0,16.1,101.31,,0,20,20,35,13
1.1,-1.0,86.0,24.0,4.0,16.1,101.33,,0,25,25,28,18
0.4,-1.1,90.0,23.0,5.0,9.7,101.34,,0,25,25,26,26
0.0,-1.1,92.0,22.0,13.0,8.1,101.31,-4.0,0,27,27,25,25
0.4,-0.9,91.0,19.0,11.0,9.7,101.3,,0,21,21,32,29
0.1,-1.1,92.0,20.0,13.0,6.4,101.24,,0,16,17,38,31
0.0,-1.1,92.0,21.0,13.0,8.1,101.21,-4.0,0,12,12,46,33
-0.5,-1.4,94.0,20.0,9.0,4.8,101.21,-4.0,0,16,16,43,38
-1.3,-1.9,96.0,22.0,4.0,2.8,101.21,-3.0,0,19,19,39,38
-1.9,-2.5,96.0,,4.0,3.2,101.21,-3.0,1,27,27,32,37
-3.4,-4.0,96.0,,4.0,1.2,101.18,-5.0,3,34,37,25,36
-0.6,-0.9,98.0,15.0,4.0,3.2,101.16,-2.0,5,32,37,27,39
0.3,-0.7,93.0,6.0,5.0,4.8,101.13,,8,34,42,25,41
1.3,-0.9,85.0,,4.0,9.7,101.1,,12,37,49,24,40
1.2,-1.0,85.0,7.0,9.0,11.3,100.99,,14,45,59,17,39
1.5,-1.2,82.0,13.0,5.0,14.5,100.95,,3,22,25,36,27
1.0,-1.3,85.0,7.0,9.0,12.9,100.87,,4,26,30,31,25
1.8,-1.0,82.0,,4.0,16.1,100.75,,5,32,37,27,28
2.6,-1.3,75.0,,4.0,16.1,100.65,,7,38,45,22,33
2.9,-2.4,68.0,21.0,4.0,16.1,100.59,,3,27,30,32,30
1.3,-1.0,85.0,23.0,4.0,16.1,100.5,,1,24,25,36,29
1.3,-1.3,83.0,,0.0,16.1,100.48,,0,28,28,30,27
0.3,-1.0,91.0,6.0,9.0,8.1,100.46,,0,24,24,32,27
0.8,-1.1,87.0,22.0,4.0,16.1,100.43,,0,23,23,32,34
1.5,-0.1,89.0,24.0,15.0,8.1,100.38,,0,37,37,19,44
1.2,0.1,92.0,25.0,17.0,4.8,100.38,,1,35,36,19,44
1.9,0.6,91.0,24.0,21.0,4.8,100.37,,0,25,25,28,42
1.2,0.5,95.0,25.0,15.0,4.0,100.35,,1,20,21,29,46
1.7,1.0,95.0,24.0,17.0,3.2,100.36,,1,21,22,24,53
2.0,1.3,95.0,24.0,11.0,3.2,100.4,,0,17,18,26,54
3.5,2.2,91.0,26.0,15.0,4.8,100.37,,0,17,18,25,54
3.5,1.7,88.0,27.0,11.0,4.8,100.39,,0,20,20,26,43
3.8,1.2,83.0,27.0,9.0,6.4,100.52,,0,27,27,21,36
3.9,1.2,83.0,28.0,13.0,8.1,100.62,,3,39,41,11,32
2.6,0.3,85.0,27.0,13.0,9.7,100.69,,15,45,60,7,31
4.6,0.7,76.0,30.0,15.0,12.9,100.79,,6,22,28,25,20
5.4,0.2,69.0,30.0,21.0,16.1,100.91,,3,12,14,35,14
6.2,-0.3,63.0,31.0,17.0,16.1,100.97,,2,8,11,38,10
6.9,0.1,62.0,30.0,21.0,16.1,101.03,,2,7,9,40,7
6.8,0.1,62.0,27.0,15.0,16.1,101.06,,2,7,9,41,4
7.9,-0.5,55.0,26.0,18.0,16.1,101.07,,2,6,8,41,3
8.3,-0.8,53.0,27.0,21.0,16.1,101.06,,2,7,8,41,2
8.1,-0.6,54.0,27.0,28.0,16.1,101.06,,1,6,7,41,1
8.1,-2.5,47.0,28.0,34.0,16.1,101.1,,1,6,7,42,1
7.2,-3.7,46.0,29.0,34.0,16.1,101.15,,1,7,8,40,1
5.8,-2.8,54.0,27.0,24.0,16.1,101.24,,0,11,11,36,2
4.4,-2.7,60.0,26.0,17.0,16.1,101.34,,0,16,16,32,3
3.1,-1.5,72.0,26.0,26.0,16.1,101.38,,0,13,14,34,3
3.6,-2.2,66.0,27.0,26.0,16.1,101.46,,0,10,11,37,2
3.8,-5.4,51.0,29.0,30.0,16.1,101.57,,0,8,8,38,2
2.9,-7.1,48.0,29.0,21.0,16.1,101.7,,0,9,10,35,3
2.6,-5.8,54.0,29.0,13.0,16.1,101.82,,0,10,10,34,3
2.3,-5.5,57.0,31.0,11.0,16.1,101.92,,0,11,11,31,2
1.6,-5.5,59.0,32.0,11.0,16.1,102.06,,0,11,11,31,2
1.5,-5.4,60.0,31.0,8.0,16.1,102.16,,0,15,15,28,3
0.7,-5.1,65.0,31.0,9.0,16.1,102.26,,1,15,16,27,3
0.2,-5.2,67.0,31.0,8.0,16.1,102.43,,1,18,19,24,3
-0.2,-5.6,67.0,31.0,5.0,16.1,102.55,-2.0,2,28,30,16,3
-0.2,-7.0,60.0,33.0,17.0,16.1,102.64,-5.0,3,21,23,24,3
0.0,-10.9,44.0,34.0,18.0,16.1,102.73,-5.0,3,16,20,28,4
0.7,-11.1,41.0,34.0,9.0,16.1,102.8,,3,13,16,31,5
0.9,-12.1,37.0,6.0,9.0,16.1,102.8,,4,9,13,36,4
1.6,-16.1,26.0,33.0,15.0,16.1,102.83,,4,9,13,37,3
2.4,-14.2,28.0,,5.0,16.1,102.86,,3,7,10,39,2
1.2,-9.6,45.0,16.0,21.0,16.1,102.79,,5,12,17,36,3
0.9,-10.5,43.0,16.0,15.0,16.1,102.77,,3,9,11,39,3
0.6,-9.2,48.0,19.0,13.0,16.1,102.8,,2,10,12,38,4
0.2,-8.2,54.0,21.0,13.0,16.1,102.8,,2,11,13,37,6
0.5,-6.7,59.0,19.0,8.0,16.1,102.81,,1,16,17,32,9
0.1,-7.6,56.0,,5.0,16.1,102.81,,0,20,20,29,10
-0.2,-6.3,64.0,6.0,8.0,16.1,102.79,-3.0,0,24,25,25,11
-1.0,-6.3,67.0,8.0,5.0,16.1,102.78,-3.0,2,31,33,19,11
-0.3,-4.7,72.0,8.0,9.0,16.1,102.72,-3.0,2,35,36,15,11
-0.6,-4.9,73.0,9.0,8.0,16.1,102.72,-3.0,2,36,38,14,11
-1.1,-3.6,83.0,5.0,5.0,16.1,102.69,-3.0,1,27,28,20,9
-1.0,-4.0,80.0,8.0,8.0,16.1,102.65,-4.0,1,30,31,16,9
-1.2,-4.2,80.0,8.0,9.0,16.1,102.56,-4.0,1,26,27,20,9
-1.1,-4.5,78.0,7.0,8.0,16.1,102.51,-4.0,1,19,20,26,7
-0.5,-4.0,77.0,8.0,9.0,16.1,102.46,-4.0,1,16,17,30,6
-0.9,-4.8,75.0,8.0,13.0,16.1,102.37,-5.0,1,16,18,31,6
-1.1,-4.4,78.0,7.0,21.0,16.1,102.28,-7.0,1,15,17,32,5
-0.6,-4.9,73.0,8.0,17.0,16.1,102.3,-6.0,2,16,18,32,5
-0.6,-5.1,72.0,7.0,24.0,16.1,102.28,-7.0,3,16,19,33,4
0.1,-4.9,69.0,7.0,30.0,16.1,102.21,,3,12,15,36,4
0.9,-5.1,64.0,7.0,34.0,16.1,102.14,,3,10,13,38,4
1.4,-5.1,62.0,7.0,37.0,16.1,102.01,,3,9,12,40,5
1.6,-3.8,67.0,7.0,39.0,16.1,101.92,,3,9,12,40,7
1.4,-3.0,72.0,7.0,32.0,16.1,101.84,,3,8,11,40,7
1.5,-3.9,67.0,7.0,34.0,16.1,101.76,,3,8,11,41,7
1.8,-3.6,68.0,7.0,39.0,16.1,101.61,,2,8,11,42,6
1.7,-3.3,69.0,7.0,37.0,16.1,101.53,,2,9,12,42,7
1.8,-3.5,68.0,7.0,35.0,16.1,101.47,,2,10,12,44,8
1.7,-3.5,68.0,6.0,30.0,16.1,101.41,,1,12,13,43,9
1.5,-3.6,69.0,6.0,26.0,16.1,101.36,,1,13,14,42,10
1.1,-3.6,71.0,7.0,24.0,16.1,101.31,,1,14,15,41,10
1.4,-3.9,68.0,7.0,26.0,16.1,101.22,,1,14,16,41,8
0.9,-3.3,74.0,7.0,24.0,16.1,101.14,,1,15,16,40,7
0.0,-2.9,81.0,7.0,13.0,16.1,101.12,-4.0,1,14,15,41,7
1.5,-2.1,77.0,7.0,18.0,16.1,101.01,,1,20,21,34,7
1.5,-1.9,78.0,8.0,11.0,16.1,100.93,,0,18,19,31,10
1.6,-1.1,82.0,9.0,9.0,16.1,100.84,,0,22,22,26,12
1.1,-1.3,84.0,9.0,13.0,16.1,100.76,,1,30,30,21,12
0.8,-0.4,92.0,6.0,11.0,16.1,100.62,,1,31,32,20,11
0.8,0.1,95.0,9.0,9.0,16.1,100.52,,1,21,22,30,11
1.1,-0.1,92.0,7.0,13.0,16.1,100.48,,1,21,22,27,12
1.5,0.6,94.0,7.0,13.0,4.8,100.41,,1,29,30,18,14
1.6,1.0,96.0,7.0,13.0,4.8,100.34,,3,30,33,16,13
1.8,1.4,97.0,7.0,11.0,1.2,100.27,,4,31,35,14,15
2.0,1.7,98.0,8.0,11.0,0.8,100.17,,8,30,38,13,13
2.3,2.0,98.0,5.0,11.0,1.0,100.1,,6,27,33,14,9
3.0,2.7,98.0,6.0,8.0,1.2,100.0,,8,25,33,15,7
3.0,2.7,98.0,4.0,8.0,0.4,99.87,,3,19,22,19,14
3.0,2.7,98.0,19.0,4.0,0.2,99.8,,4,23,27,14,16
2.7,2.4,98.0,23.0,5.0,0.4,99.75,,4,16,20,19,14
5.4,3.1,85.0,29.0,30.0,16.1,99.78,,1,6,7,34,12
4.9,0.8,75.0,29.0,24.0,16.1,99.86,,1,6,7,35,6
5.2,0.0,69.0,29.0,28.0,16.1,99.9,,0,6,7,36,5
4.8,-0.8,67.0,28.0,24.0,16.1,99.98,,0,7,8,34,5
4.2,-0.8,70.0,27.0,28.0,16.1,100.01,,0,7,7,34,4
4.2,-1.2,68.0,28.0,28.0,16.1,100.02,,0,5,5,35,3
3.7,-1.2,70.0,26.0,30.0,16.1,100.04,,0,6,6,32,3
3.5,-1.5,70.0,27.0,30.0,16.1,100.05,,0,5,5,32,2
3.1,-1.7,71.0,27.0,32.0,16.1,100.03,,0,5,5,31,3
2.8,-1.4,74.0,27.0,32.0,16.1,100.05,,0,5,5,31,4
2.5,-1.6,74.0,30.0,24.0,16.1,100.11,,0,5,6,31,3
2.2,-2.4,72.0,29.0,32.0,16.1,100.14,,0,5,5,31,4
2.1,-2.7,71.0,30.0,22.0,16.1,100.21,,0,4,4,33,4
1.7,-2.9,72.0,31.0,28.0,16.1,100.3,,0,4,4,34,3
1.8,-3.1,70.0,31.0,18.0,16.1,100.37,,0,4,4,34,3
1.6,-3.3,70.0,30.0,26.0,16.1,100.45,,0,5,5,34,3
1.4,-3.3,71.0,31.0,26.0,16.1,100.55,,0,5,5,35,3
1.5,-3.3,70.0,31.0,28.0,16.1,100.7,,1,5,5,36,3
1.7,-3.8,67.0,32.0,32.0,16.1,100.79,,1,4,5,37,4
1.9,-3.8,66.0,32.0,28.0,16.1,100.88,,1,5,5,37,5
2.6,-3.5,64.0,32.0,32.0,16.1,100.91,,1,4,5,39,5
3.2,-3.5,61.0,33.0,24.0,16.1,100.95,,1,4,5,41,6
4.2,-2.7,61.0,32.0,21.0,16.1,100.97,,1,4,5,41,5
5.3,-2.9,55.0,30.0,26.0,16.1,100.92,,1,4,5,41,6
6.5,-2.2,54.0,30.0,22.0,16.1,100.94,,1,4,5,42,6
6.8,-2.9,50.0,29.0,17.0,16.1,100.95,,1,5,6,42,7
7.4,-2.2,50.0,26.0,11.0,16.1,101.0,,0,7,7,40,9
5.0,-2.2,60.0,,8.0,16.1,101.02,,0,16,16,32,14
4.1,-1.9,65.0,27.0,15.0,16.1,101.1,,0,16,16,30,12
3.7,-2.1,66.0,32.0,8.0,16.1,101.08,,0,20,21,26,14
1.8,-0.8,83.0,22.0,8.0,16.1,101.05,,0,25,25,22,15
0.8,-0.9,88.0,23.0,9.0,16.1,100.98,,0,16,16,28,12
0.6,-0.6,92.0,22.0,15.0,16.1,100.96,,0,17,17,27,14
0.9,-0.4,91.0,23.0,17.0,16.1,100.96,,1,17,18,26,15
0.7,-1.1,88.0,21.0,9.0,16.1,100.89,,0,13,13,32,13
0.5,-1.0,90.0,21.0,9.0,16.1,100.81,,0,11,11,32,20
0.5,-1.0,90.0,20.0,8.0,14.5,100.65,,0,9,9,36,24
0.3,-0.8,92.0,16.0,5.0,9.7,100.53,,0,9,10,38,23
