Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
2.6,0.4,85.0,32.0,22.0,16.1,101.34,,1,9,9,22,4
2.6,0.3,85.0,32.0,28.0,16.1,101.46,,1,10,11,20,4
3.0,0.2,82.0,33.0,17.0,16.1,101.57,,1,9,11,21,4
3.2,-0.2,79.0,32.0,11.0,16.1,101.64,,2,12,14,21,4
3.3,-0.5,76.0,32.0,15.0,16.1,101.75,,2,11,12,22,5
3.4,-0.5,75.0,29.0,15.0,16.1,101.82,,2,10,13,23,3
4.2,-0.4,72.0,32.0,18.0,16.1,101.84,,2,9,12,25,3
5.2,0.1,70.0,30.0,15.0,16.1,101.92,,3,9,12,26,3
6.3,-0.2,63.0,35.0,17.0,16.1,101.91,,3,8,10,28,3
7.6,0.2,59.0,30.0,15.0,16.1,101.88,,2,8,11,29,3
5.1,1.6,78.0,19.0,18.0,16.1,101.89,,3,10,13,25,4
4.8,1.5,79.0,21.0,15.0,16.1,101.97,,3,12,15,22,7
4.6,1.3,79.0,21.0,5.0,16.1,101.92,,2,13,15,21,10
4.5,0.6,76.0,,0.0,16.1,101.95,,1,21,22,14,12
3.7,0.2,78.0,,0.0,16.1,101.98,,2,16,19,18,10
3.7,1.9,88.0,20.0,5.0,16.1,101.99,,0,11,11,22,9
3.0,1.7,91.0,21.0,9.0,16.1,101.98,,0,8,9,23,11
2.4,1.5,94.0,21.0,11.0,16.1,101.95,,0,10,11,22,11
2.4,1.7,95.0,20.0,8.0,16.1,101.88,,0,19,19,12,12
2.4,1.7,95.0,20.0,11.0,16.1,101.84,,0,18,19,12,14
2.2,1.5,95.0,22.0,13.0,14.5,101.82,,0,11,11,18,15
2.0,1.3,95.0,22.0,15.0,16.1,101.76,,3,15,18,14,15
1.4,0.7,95.0,25.0,9.0,14.5,101.62,,5,28,33,3,13
1.1,0.1,93.0,25.0,11.0,16.1,101.57,,2,24,25,5,13
1.1,0.1,93.0,27.0,5.0,16.1,101.51,,1,19,20,9,14
1.2,0.3,94.0,25.0,5.0,16.1,101.49,,2,23,26,5,14
0.8,0.2,96.0,21.0,11.0,11.3,101.52,,8,20,28,9,17
2.2,1.5,95.0,23.0,11.0,11.3,101.5,,4,14,18,16,18
2.7,1.9,95.0,24.0,11.0,8.1,101.41,,10,18,28,13,15
3.2,1.9,91.0,20.0,17.0,11.3,101.31,,9,15,24,16,16
3.4,1.8,89.0,20.0,15.0,16.1,101.24,,11,15,26,16,15
4.8,1.9,81.0,21.0,8.0,16.1,101.19,,8,13,21,20,13
7.3,1.8,68.0,19.0,9.0,16.1,101.03,,7,15,21,23,9
9.0,1.6,60.0,23.0,5.0,16.1,100.9,,4,15,19,28,5
9.9,1.4,55.0,24.0,11.0,16.1,100.88,,2,15,16,34,5
7.9,1.8,65.0,22.0,18.0,16.1,100.79,,1,14,15,36,2
7.6,2.1,68.0,22.0,11.0,16.1,100.73,,1,13,14,36,3
7.0,1.7,69.0,32.0,11.0,16.1,100.73,,0,23,23,26,4
6.8,2.2,72.0,26.0,9.0,16.1,100.78,,1,19,20,29,3
6.2,2.3,76.0,25.0,17.0,16.1,100.77,,0,11,11,33,3
8.5,1.2,60.0,26.0,13.0,16.1,100.79,,0,13,13,29,3
8.5,1.2,60.0,28.0,13.0,16.1,100.82,,0,18,19,23,4
10.2,1.2,54.0,29.0,17.0,16.1,100.83,,0,23,24,18,5
5.5,1.8,77.0,23.0,9.0,16.1,100.88,,0,22,22,18,7
4.7,2.0,83.0,24.0,13.0,16.1,100.91,,0,23,23,16,8
5.5,2.0,78.0,30.0,9.0,16.1,100.87,,-999,-999,-999,-999,-999
5.2,1.7,78.0,,4.0,16.1,100.93,,-999,-999,-999,-999,-999
7.7,2.4,69.0,3.0,11.0,16.1,100.95,,1,12,13,28,11
6.8,1.8,70.0,5.0,26.0,16.1,100.98,,1,12,13,27,10
6.5,1.6,71.0,5.0,26.0,16.1,100.99,,1,12,13,27,9
6.1,1.5,72.0,6.0,28.0,16.1,101.04,,1,8,9,32,6
6.2,1.1,70.0,6.0,35.0,16.1,101.12,,1,7,8,32,4
6.3,0.4,66.0,6.0,34.0,16.1,101.15,,1,6,7,33,2
5.9,0.3,67.0,6.0,37.0,16.1,101.12,,1,5,7,33,2
5.8,0.2,67.0,7.0,35.0,16.1,101.15,,2,6,7,33,2
5.7,0.1,67.0,7.0,35.0,16.1,101.12,,1,6,7,33,1
5.8,-0.3,65.0,7.0,34.0,16.1,101.07,,1,5,6,33,1
5.6,0.0,67.0,7.0,32.0,16.1,100.95,,1,6,7,33,1
6.0,-0.8,62.0,7.0,35.0,16.1,100.87,,1,6,7,35,1
6.0,-0.6,63.0,8.0,26.0,16.1,100.83,,1,6,7,36,1
5.3,-0.1,68.0,7.0,24.0,16.1,100.81,,1,7,8,34,1
4.8,0.8,75.0,7.0,22.0,16.1,100.76,,1,8,9,33,1
5.4,0.2,69.0,7.0,32.0,16.1,100.72,,1,7,8,34,1
5.2,0.8,73.0,7.0,30.0,16.1,100.7,,1,7,8,34,1
4.8,1.2,77.0,7.0,34.0,16.1,100.63,,1,7,8,34,1
4.6,1.1,78.0,7.0,34.0,16.1,100.58,,1,7,8,34,1
4.4,1.3,80.0,7.0,35.0,16.1,100.49,,1,6,6,34,1
4.0,0.7,79.0,7.0,37.0,16.1,100.43,,1,6,6,34,2
3.4,1.9,90.0,7.0,41.0,16.1,100.33,,1,6,7,33,2
3.6,2.7,94.0,6.0,35.0,6.4,100.25,,1,6,7,32,3
4.1,3.8,98.0,6.0,35.0,4.8,100.15,,1,7,7,31,3
4.3,4.2,99.0,6.0,32.0,4.8,100.09,,1,7,8,31,3
4.5,4.2,98.0,7.0,35.0,16.1,100.05,,1,8,9,30,3
4.7,4.6,99.0,7.0,35.0,3.2,100.03,,1,11,12,28,3
4.6,4.5,99.0,7.0,32.0,3.6,100.03,,2,14,15,26,4
4.6,4.5,99.0,6.0,28.0,6.4,100.02,,2,17,19,24,4
4.8,4.7,99.0,7.0,24.0,4.8,100.02,,2,14,16,26,3
5.2,5.1,99.0,7.0,24.0,3.6,99.98,,2,17,20,24,3
5.5,5.2,98.0,7.0,22.0,16.1,99.96,,2,14,16,27,3
5.9,5.3,96.0,7.0,22.0,16.1,99.94,,4,20,24,22,3
6.0,5.1,94.0,8.0,18.0,16.1,99.92,,3,19,23,23,3
6.0,5.3,95.0,8.0,18.0,16.1,99.86,,2,19,21,24,3
6.2,5.4,95.0,8.0,18.0,16.1,99.82,,3,22,25,22,4
6.3,5.4,94.0,8.0,18.0,16.1,99.77,,3,24,27,20,5
6.4,5.5,94.0,7.0,26.0,16.1,99.74,,2,23,25,21,4
7.2,5.8,91.0,8.0,18.0,16.1,99.75,,2,30,32,14,3
7.0,5.8,92.0,8.0,21.0,16.1,99.76,,2,27,29,16,3
6.8,5.6,92.0,8.0,21.0,16.1,99.77,,1,24,25,19,3
6.7,5.5,92.0,8.0,21.0,16.1,99.79,,1,27,28,14,5
6.7,5.3,91.0,8.0,15.0,16.1,99.83,,2,32,34,9,5
6.7,5.5,92.0,8.0,9.0,16.1,99.86,,1,19,20,21,8
7.0,5.8,92.0,9.0,8.0,16.1,99.86,,1,15,16,24,8
7.0,5.8,92.0,8.0,8.0,16.1,99.81,,1,22,23,17,8
6.7,5.8,94.0,8.0,11.0,12.9,99.73,,1,19,20,19,10
5.2,4.8,97.0,8.0,15.0,16.1,99.78,,1,17,18,20,12
5.3,4.9,97.0,7.0,15.0,11.3,99.8,,1,14,15,22,9
5.7,5.3,97.0,7.0,11.0,4.8,99.82,,2,24,25,13,11
5.7,5.4,98.0,8.0,11.0,4.0,99.86,,4,29,34,7,11
6.7,6.4,98.0,,0.0,3.6,99.91,,16,32,48,2,17
7.2,7.1,99.0,,4.0,3.2,99.93,,12,26,38,5,9
7.9,6.9,93.0,36.0,9.0,6.4,99.96,,5,22,27,11,2
7.7,6.7,93.0,36.0,9.0,4.0,100.04,,4,18,22,14,4
8.1,6.0,87.0,35.0,11.0,16.1,100.08,,3,13,15,22,5
8.7,6.6,87.0,32.0,11.0,16.1,100.08,,3,11,13,24,3
8.8,6.1,83.0,32.0,13.0,16.1,100.09,,2,9,11,26,3
9.4,5.8,78.0,33.0,11.0,16.1,100.07,,2,10,12,25,2
9.9,5.8,76.0,31.0,9.0,16.1,100.1,,1,10,11,25,2
8.5,5.6,82.0,21.0,5.0,16.1,100.12,,2,11,13,24,2
7.5,5.2,85.0,17.0,9.0,16.1,100.14,,4,18,23,17,2
6.4,5.2,92.0,,4.0,16.1,100.21,,2,15,17,17,3
5.5,4.8,95.0,,0.0,16.1,100.29,,1,9,10,21,2
5.7,5.1,96.0,30.0,5.0,16.1,100.35,,1,10,10,21,6
6.1,5.2,94.0,21.0,8.0,16.1,100.36,,1,13,14,19,9
6.4,5.2,92.0,,4.0,16.1,100.34,,1,16,17,15,9
6.7,4.6,86.0,,0.0,16.1,100.32,,1,13,13,18,10
7.0,4.7,85.0,7.0,9.0,16.1,100.26,,1,15,16,13,9
6.1,4.4,89.0,9.0,9.0,16.1,100.25,,1,12,13,18,10
6.1,5.1,93.0,6.0,22.0,16.1,100.22,,1,9,10,20,10
6.0,5.6,97.0,7.0,17.0,4.8,100.21,,1,7,8,20,9
5.6,5.5,99.0,8.0,18.0,4.0,100.17,,1,8,9,18,6
4.9,4.8,99.0,7.0,28.0,9.7,100.05,,1,7,9,19,4
4.9,4.6,98.0,7.0,34.0,16.1,99.99,,2,9,11,18,3
4.7,4.4,98.0,7.0,34.0,8.1,100.08,,3,10,13,17,2
4.4,4.3,99.0,7.0,46.0,0.8,99.77,,3,8,11,19,2
4.3,4.3,100.0,7.0,50.0,4.8,99.61,,3,9,11,22,3
4.4,4.1,98.0,7.0,45.0,16.1,99.56,,2,8,10,23,4
4.2,4.1,99.0,7.0,43.0,3.2,99.4,,2,8,10,21,3
4.1,4.0,99.0,7.0,43.0,1.6,99.39,,2,9,11,20,3
4.4,4.3,99.0,7.0,35.0,4.8,99.37,,3,12,15,18,3
5.5,5.2,98.0,7.0,21.0,12.9,99.36,,8,14,22,16,4
7.3,6.4,94.0,8.0,17.0,16.1,99.38,,7,16,23,17,3
7.3,5.9,91.0,6.0,11.0,16.1,99.39,,2,12,14,27,2
11.3,4.9,65.0,27.0,28.0,16.1,99.48,,1,9,10,39,1
9.7,4.2,69.0,24.0,9.0,16.1,99.57,,0,11,11,35,1
10.9,4.9,66.0,32.0,22.0,16.1,99.68,,0,11,11,34,1
6.9,4.0,82.0,11.0,5.0,16.1,99.69,,1,27,28,21,2
7.7,2.9,72.0,,5.0,16.1,99.72,,0,16,16,28,3
7.2,1.5,67.0,28.0,9.0,16.1,99.79,,4,38,41,7,5
5.8,2.8,81.0,12.0,8.0,16.1,99.85,,4,38,43,7,6
4.3,2.8,90.0,7.0,8.0,16.1,99.85,,8,43,50,2,6
4.9,3.6,91.0,8.0,9.0,16.1,99.83,,2,29,31,13,4
4.8,2.7,86.0,,0.0,16.1,99.76,,0,12,13,26,3
4.7,1.8,81.0,22.0,9.0,16.1,99.73,,0,9,9,30,3
4.5,2.0,84.0,29.0,5.0,16.1,99.73,,0,13,14,24,3
4.3,2.0,85.0,,0.0,16.1,99.68,,0,14,14,22,4
3.6,1.8,88.0,24.0,8.0,16.1,99.69,,1,19,20,18,4
4.5,1.9,83.0,26.0,5.0,16.1,99.69,,3,22,25,16,4
5.1,3.0,86.0,26.0,9.0,16.1,99.73,,6,20,26,18,3
6.6,2.6,75.0,23.0,21.0,16.1,99.76,,4,13,17,26,3
8.5,1.8,63.0,23.0,26.0,16.1,99.73,,3,9,12,30,3
9.3,1.7,59.0,23.0,28.0,12.9,99.7,,1,8,9,33,4
7.2,1.8,68.0,21.0,17.0,16.1,99.62,,2,12,14,29,7
7.9,1.6,65.0,27.0,37.0,16.1,99.65,,2,8,10,34,5
9.7,-0.9,48.0,27.0,39.0,16.1,99.6,,1,8,9,34,4
9.8,1.4,56.0,29.0,18.0,16.1,99.64,,1,7,7,35,3
9.5,-0.8,49.0,27.0,28.0,16.1,99.68,,0,6,6,35,2
8.9,0.0,54.0,27.0,32.0,16.1,99.73,,0,7,7,34,3
8.1,0.0,57.0,27.0,28.0,16.1,99.8,,0,7,8,32,5
6.5,2.0,73.0,28.0,24.0,16.1,99.91,,0,10,11,27,5
6.5,1.7,72.0,28.0,17.0,16.1,99.99,,0,10,11,25,4
5.6,1.9,77.0,29.0,37.0,12.9,100.05,,0,8,8,25,3
5.4,2.5,82.0,29.0,21.0,16.1,100.07,,0,6,6,25,2
4.4,1.5,81.0,30.0,26.0,16.1,100.08,,1,9,10,21,2
4.7,1.5,79.0,28.0,18.0,16.1,100.06,,1,12,13,18,2
4.4,1.8,83.0,27.0,17.0,16.1,100.09,,0,12,12,18,3
4.4,1.8,83.0,29.0,13.0,16.1,100.09,,0,14,14,15,3
4.5,1.4,80.0,27.0,17.0,16.1,100.05,,0,14,15,16,3
3.7,1.9,88.0,26.0,17.0,16.1,100.07,,0,13,13,15,4
3.4,1.1,85.0,27.0,15.0,16.1,100.1,,1,18,18,9,4
2.9,0.4,84.0,27.0,11.0,16.1,100.13,,5,26,30,5,4
3.4,0.4,81.0,28.0,15.0,16.1,100.18,,3,17,20,15,3
4.0,0.3,77.0,29.0,18.0,16.1,100.21,,3,15,18,17,4
4.2,0.4,76.0,32.0,24.0,16.1,100.25,,3,10,13,23,4
5.0,0.2,71.0,31.0,21.0,16.1,100.3,,2,9,11,24,5
5.3,-0.4,67.0,30.0,22.0,16.1,100.37,,2,9,12,23,4
4.8,-0.2,70.0,31.0,18.0,16.1,100.45,,2,9,11,25,5
4.3,-0.9,69.0,33.0,24.0,16.1,100.51,,2,6,8,32,5
6.1,-3.8,49.0,33.0,21.0,16.1,100.52,,1,5,6,35,3
5.8,-4.6,47.0,33.0,26.0,16.1,100.53,,1,5,6,37,2
5.2,-8.7,36.0,33.0,22.0,16.1,100.58,,1,5,6,38,3
4.3,-12.7,28.0,34.0,28.0,16.1,100.67,,1,5,6,38,3
2.7,-10.2,38.0,32.0,18.0,16.1,100.79,,0,8,8,33,5
1.1,-8.1,51.0,33.0,18.0,16.1,100.89,,0,8,8,34,3
0.0,-9.0,51.0,34.0,17.0,16.1,100.97,-5.0,0,8,8,33,3
-0.3,-9.3,51.0,33.0,21.0,16.1,101.04,-6.0,0,10,10,31,2
-0.4,-9.4,51.0,32.0,18.0,16.1,101.08,-5.0,0,11,11,30,2
-0.4,-12.0,42.0,35.0,24.0,16.1,101.09,-6.0,0,9,10,32,2
-0.8,-13.0,40.0,35.0,18.0,16.1,101.16,-6.0,1,10,10,31,1
-1.1,-13.5,39.0,1.0,21.0,16.1,101.2,-7.0,0,11,11,31,1
-1.5,-13.3,41.0,1.0,13.0,16.1,101.26,-6.0,0,10,10,31,2
-2.3,-12.8,45.0,3.0,9.0,16.1,101.29,-6.0,1,9,10,31,2
-2.8,-13.0,46.0,5.0,13.0,16.1,101.37,-7.0,0,9,10,32,2
-2.8,-13.5,44.0,36.0,13.0,16.1,101.42,-7.0,1,14,15,26,2
-3.3,-12.3,50.0,2.0,15.0,16.1,101.44,-8.0,1,16,18,24,2
-3.4,-13.0,48.0,1.0,18.0,16.1,101.48,-9.0,2,15,17,27,2
-3.2,-12.9,47.0,2.0,18.0,16.1,101.49,-9.0,3,12,15,29,2
-2.3,-13.6,42.0,1.0,15.0,16.1,101.5,-7.0,2,10,13,32,2
-1.2,-13.0,41.0,36.0,9.0,16.1,101.53,-4.0,2,7,10,34,1
-1.0,-10.6,48.0,8.0,17.0,16.1,101.54,-6.0,3,8,11,34,2
-0.3,-10.1,48.0,13.0,15.0,16.1,101.57,-5.0,3,7,9,35,2
-0.7,-10.4,48.0,10.0,11.0,16.1,101.52,-4.0,2,7,9,36,2
-0.6,-9.3,52.0,9.0,11.0,16.1,101.41,-4.0,2,7,9,37,2
-0.4,-9.0,53.0,13.0,13.0,16.1,101.38,-5.0,1,7,8,37,2
-0.2,-9.1,51.0,12.0,13.0,16.1,101.42,-4.0,1,8,9,37,2
-0.2,-8.6,53.0,10.0,9.0,16.1,101.42,-3.0,1,8,9,36,3
-0.6,-8.1,57.0,10.0,8.0,16.1,101.46,-3.0,1,11,12,33,3
-1.5,-8.1,61.0,7.0,9.0,16.1,101.45,-5.0,0,12,12,32,4
-1.2,-8.2,59.0,16.0,5.0,16.1,101.48,-3.0,0,21,22,22,5
-1.2,-8.1,60.0,,0.0,16.1,101.52,,0,20,20,22,8
-1.1,-7.5,62.0,31.0,11.0,16.1,101.51,-5.0,1,22,23,18,4
-1.2,-8.0,60.0,30.0,9.0,16.1,101.5,-4.0,0,17,17,22,4
-1.6,-7.8,63.0,35.0,11.0,16.1,101.45,-5.0,1,13,14,26,3
-1.7,-9.5,56.0,35.0,11.0,16.1,101.38,-6.0,1,15,15,23,5
-1.9,-8.7,60.0,2.0,13.0,16.1,101.37,-6.0,1,15,16,22,6
-2.4,-8.1,65.0,5.0,18.0,16.1,101.32,-8.0,9999,9999,9999,9999,5
-2.4,-6.3,75.0,5.0,17.0,16.1,101.35,-8.0,2,22,24,14,6
-1.9,-5.5,77.0,5.0,18.0,16.1,101.35,-7.0,2,24,25,13,5
-1.9,-5.6,76.0,5.0,13.0,16.1,101.37,-6.0,2,22,23,17,4
-2.1,-6.7,71.0,5.0,18.0,16.1,101.4,-8.0,3,19,21,21,4
-0.3,-5.4,69.0,7.0,30.0,16.1,101.34,-7.0,2,9,11,30,4
0.1,-5.4,67.0,6.0,32.0,16.1,101.3,,1,6,8,34,4
0.5,-4.8,68.0,5.0,28.0,16.1,101.26,,2,6,7,35,3
0.2,-4.6,70.0,6.0,26.0,16.1,101.21,,1,6,7,36,3
1.0,-4.7,66.0,7.0,24.0,16.1,101.18,,1,5,7,38,3
1.1,-4.8,65.0,8.0,21.0,16.1,101.09,,1,5,6,39,3
1.6,-6.0,57.0,8.0,17.0,16.1,100.98,,1,5,7,39,3
1.5,-6.8,54.0,10.0,13.0,16.1,100.89,,1,7,8,39,2
1.4,-7.0,54.0,9.0,13.0,16.1,100.78,,1,8,9,38,2
1.0,-8.2,51.0,11.0,11.0,16.1,100.74,,1,9,10,37,2
0.3,-7.7,55.0,11.0,9.0,16.1,100.73,,0,12,12,34,2
-0.5,-7.8,58.0,9.0,4.0,16.1,100.72,-2.0,0,14,14,32,4
-1.4,-6.5,68.0,12.0,4.0,16.1,100.74,-3.0,0,20,20,26,6
-0.2,-7.3,59.0,,0.0,16.1,100.76,,0,13,13,31,6
-0.4,-6.6,63.0,29.0,11.0,16.1,100.72,-4.0,0,17,17,26,6
-0.5,-6.2,65.0,27.0,11.0,16.1,100.65,-4.0,0,23,23,21,6
-0.7,-7.5,60.0,27.0,9.0,16.1,100.61,-4.0,4,43,47,3,5
-0.6,-7.2,61.0,29.0,5.0,16.1,100.54,-2.0,2,35,37,10,4
-0.5,-8.5,55.0,31.0,11.0,16.1,100.53,-4.0,0,20,21,20,3
-1.0,-8.0,59.0,32.0,13.0,16.1,100.48,-5.0,0,14,14,24,3
-1.4,-7.2,65.0,29.0,15.0,16.1,100.45,-6.0,0,19,20,19,3
-1.3,-5.9,71.0,28.0,13.0,16.1,100.45,-6.0,1,29,29,11,4
-0.8,-5.1,73.0,28.0,17.0,16.1,100.43,-6.0,3,32,36,9,4
0.2,-4.4,71.0,29.0,15.0,16.1,100.45,,3,21,24,21,4
1.0,-3.5,72.0,27.0,18.0,16.1,100.43,,3,16,18,24,3
1.3,-4.8,64.0,29.0,30.0,16.1,100.44,,2,8,10,32,3
2.4,-5.3,57.0,32.0,32.0,16.1,100.47,,2,6,8,34,4
3.3,-5.4,53.0,29.0,28.0,16.1,100.51,,1,5,7,36,4
3.4,-6.4,49.0,32.0,45.0,16.1,100.56,,2,5,7,37,3
3.3,-8.3,42.0,31.0,37.0,16.1,100.56,,1,5,6,37,3
2.9,-10.7,36.0,31.0,30.0,16.1,100.6,,1,5,6,37,3
2.9,-10.7,36.0,33.0,22.0,16.1,100.64,,1,5,6,37,2
2.9,-10.1,38.0,31.0,24.0,16.1,100.66,,1,6,7,36,2
3.1,-9.8,38.0,32.0,24.0,16.1,100.68,,1,8,9,34,3
2.7,-9.1,42.0,27.0,24.0,16.1,100.76,,1,10,11,31,4
1.7,-7.6,50.0,28.0,18.0,16.1,100.8,,0,10,10,31,4
1.2,-7.3,53.0,28.0,17.0,16.1,100.86,,0,11,11,30,3
0.7,-5.4,64.0,26.0,11.0,16.1,100.88,,0,22,22,19,4
0.3,-5.2,66.0,27.0,17.0,16.1,100.88,,0,22,23,18,4
0.3,-5.9,63.0,27.0,15.0,16.1,100.87,,0,21,21,20,7
-0.3,-5.2,70.0,26.0,17.0,16.1,100.88,-5.0,0,21,21,21,7
-0.1,-5.0,70.0,26.0,17.0,16.1,100.89,-5.0,0,22,23,18,6
-0.6,-5.2,71.0,27.0,11.0,16.1,100.9,-4.0,0,29,30,12,6
0.0,-6.7,61.0,30.0,8.0,16.1,100.83,-3.0,1,32,33,11,5
-0.1,-5.1,69.0,23.0,8.0,16.1,100.81,-3.0,2,35,37,8,7
0.2,-3.4,77.0,22.0,17.0,16.1,100.79,,1,30,32,10,9
0.6,-1.8,84.0,23.0,13.0,16.1,100.76,,3,29,32,9,12
1.3,-1.8,80.0,23.0,13.0,16.1,100.77,,6,26,32,12,14
1.6,-2.5,75.0,22.0,15.0,16.1,100.75,,3,17,20,20,12
2.0,-1.2,79.0,22.0,15.0,16.1,100.76,,4,18,22,19,12
2.4,-0.7,80.0,21.0,13.0,16.1,100.77,,6,23,29,16,11
2.9,-0.2,80.0,,4.0,16.1,100.75,,13,26,39,17,10
4.4,-0.1,73.0,13.0,11.0,16.1,100.63,,9,25,34,16,10
4.0,0.6,79.0,8.0,15.0,16.1,100.52,,6,21,27,20,11
3.9,0.6,79.0,7.0,21.0,16.1,100.33,,3,14,17,30,9
3.5,0.2,79.0,7.0,22.0,16.1,100.2,,2,16,18,31,9
3.1,0.5,83.0,7.0,30.0,16.1,100.11,,1,14,15,34,8
3.2,0.6,83.0,7.0,28.0,16.1,100.02,,1,12,13,35,8
2.8,1.0,88.0,7.0,26.0,16.1,100.09,,1,14,15,32,9
2.6,1.4,92.0,7.0,24.0,16.1,100.05,,1,12,13,34,10
2.8,1.9,94.0,7.0,21.0,12.9,100.06,,1,19,20,26,12
3.3,2.4,94.0,6.0,22.0,14.5,100.01,,1,18,19,26,16
3.3,2.4,94.0,5.0,17.0,16.1,100.03,,1,20,21,24,18
4.0,3.0,93.0,5.0,9.0,16.1,100.02,,1,22,23,21,19
3.7,2.8,94.0,7.0,9.0,11.3,99.99,,1,26,28,17,22
3.6,2.7,94.0,10.0,8.0,8.1,99.95,,1,28,29,15,28
3.5,2.8,95.0,7.0,5.0,8.1,99.95,,1,30,31,10,36
4.5,3.4,92.0,34.0,8.0,8.1,99.98,,2,24,25,11,29
4.8,3.0,88.0,1.0,9.0,8.1,100.04,,1,16,17,16,28
5.2,2.9,85.0,35.0,15.0,12.9,100.14,,1,17,18,14,27
5.0,2.3,83.0,35.0,9.0,11.3,100.27,,3,17,20,15,14
4.0,1.6,84.0,35.0,13.0,16.1,100.41,,5,20,25,12,7
3.9,1.5,84.0,36.0,11.0,16.1,100.54,,4,21,25,15,4
3.9,1.0,82.0,5.0,18.0,16.1,100.69,,4,18,22,17,2
3.9,0.9,81.0,5.0,18.0,16.1,100.78,,5,18,23,16,1
4.0,0.8,80.0,8.0,24.0,16.1,100.84,,3,13,17,25,2
3.8,0.1,77.0,8.0,18.0,16.1,100.85,,3,13,15,28,3
3.9,0.1,76.0,8.0,17.0,16.1,100.95,,3,12,14,30,4
3.7,-0.2,76.0,8.0,22.0,16.1,100.95,,1,9,10,34,3
3.1,-0.4,78.0,8.0,18.0,16.1,101.01,,1,10,11,34,2
3.0,-0.6,77.0,7.0,24.0,16.1,101.0,,1,11,12,32,2
2.4,-0.2,83.0,6.0,22.0,16.1,101.03,,1,13,14,31,3
1.6,0.3,91.0,8.0,24.0,8.1,101.06,,1,13,14,30,5
1.3,0.6,95.0,8.0,18.0,9.7,101.14,,1,16,17,27,5
1.1,0.8,98.0,8.0,21.0,9.7,101.18,,1,13,14,29,3
0.9,0.6,98.0,8.0,22.0,4.8,101.22,,1,10,11,33,5
1.2,0.6,96.0,8.0,30.0,14.5,101.16,,1,10,11,33,10
0.6,0.3,98.0,7.0,41.0,4.8,101.11,,1,8,8,37,3
0.4,-0.2,96.0,7.0,41.0,4.8,101.1,,1,7,7,39,3
0.2,-0.3,96.0,7.0,43.0,4.8,101.02,,0,6,6,42,5
-0.1,-0.5,97.0,6.0,48.0,3.6,100.94,-8.0,0,7,7,40,5
-0.4,-0.8,97.0,6.0,45.0,6.4,100.85,-8.0,1,7,8,38,4
-0.5,-0.9,97.0,6.0,35.0,8.1,100.86,-8.0,1,7,7,36,4
-0.5,-0.9,97.0,6.0,39.0,6.4,100.77,-8.0,1,8,8,36,3
-0.5,-1.4,94.0,7.0,58.0,8.1,100.75,-9.0,1,8,10,36,2
-0.4,-1.3,94.0,7.0,55.0,9.7,100.63,-9.0,1,9,10,35,2
-0.9,-1.8,94.0,7.0,52.0,16.1,100.56,-10.0,2,10,11,34,2
-0.7,-1.5,94.0,7.0,48.0,16.1,100.48,-9.0,2,10,11,34,2
-0.3,-0.8,97.0,7.0,46.0,16.1,100.33,-8.0,2,10,12,31,3
0.0,-0.6,96.0,7.0,48.0,16.1,100.19,-8.0,2,10,12,30,3
0.2,-0.4,96.0,7.0,48.0,16.1,100.01,,2,10,11,30,3
0.3,0.0,98.0,6.0,50.0,9.7,99.86,,1,10,11,29,3
0.2,-0.1,98.0,7.0,45.0,16.1,99.71,,2,11,12,27,5
0.5,0.1,97.0,7.0,41.0,16.1,99.63,,2,10,12,27,4
0.4,-0.2,96.0,6.0,35.0,16.1,99.54,,2,12,14,25,4
0.3,-0.4,95.0,6.0,37.0,16.1,99.41,,2,15,16,24,4
0.1,-0.9,93.0,5.0,30.0,12.9,99.34,,1,18,19,19,5
-0.3,-1.2,94.0,6.0,28.0,8.1,99.33,-7.0,2,19,21,19,5
-0.5,-1.4,94.0,6.0,34.0,8.1,99.14,-8.0,1,16,17,21,5
-0.4,-1.1,95.0,7.0,21.0,16.1,99.28,-6.0,1,12,13,26,4
-0.3,-0.7,97.0,8.0,30.0,11.3,99.09,-7.0,1,10,11,28,3
0.3,-0.3,96.0,8.0,15.0,16.1,99.16,,1,11,12,26,4
0.6,0.2,97.0,9.0,15.0,16.1,99.05,,1,11,12,26,5
1.0,0.7,98.0,8.0,17.0,16.1,99.0,,1,16,17,21,7
1.1,0.8,98.0,8.0,13.0,14.5,98.97,,1,22,22,14,11
1.4,1.2,99.0,,4.0,8.1,99.0,,2,27,29,9,15
2.3,2.0,98.0,23.0,21.0,16.1,99.12,,1,14,15,18,16
2.4,1.7,95.0,25.0,21.0,16.1,99.24,,0,16,16,18,11
2.5,1.2,91.0,27.0,24.0,16.1,99.38,,0,11,11,23,2
1.7,-0.8,84.0,29.0,34.0,16.1,99.63,,0,6,7,33,0
0.4,-3.0,78.0,29.0,32.0,16.1,99.9,,0,5,5,36,1
-0.4,-4.1,76.0,29.0,26.0,16.1,100.12,-7.0,0,5,5,37,2
-0.5,-4.4,75.0,30.0,24.0,16.1,100.32,-6.0,0,5,5,37,2
-0.5,-4.5,74.0,28.0,26.0,16.1,100.4,-7.0,0,4,5,37,3
0.0,-4.4,72.0,30.0,22.0,16.1,100.54,-6.0,1,5,5,37,3
